year,pick,player,team,college_or_intl,age_at_draft,height_in,weight_lbs,wingspan_in,standing_reach_in,career_games,career_minutes,career_ws,career_ws48,career_bpm,career_vorp,allstar,notes
2009,42,Patrick Beverley,LAL,Arkansas,20.95,74,180,,,666.0,17689.0,40.2,0.109,0.7,12.1,0,ht/wt from BBR listed (not combine barefoot)
2009,43,Marcus Thornton,MIA,LSU,22.06,74.75,194.4,77.0,99.0,483.0,11299.0,20.0,0.085,0.2,6.2,0,
2009,44,Chase Budinger,DET,Arizona,21.09,78.25,206.4,79.0,101.0,407.0,7998.0,13.9,0.083,-0.5,2.9,0,
2009,45,Nick Calathes,MIN,Florida,20.38,78,213,,,129.0,2011.0,2.6,0.063,-0.5,0.8,0,ht/wt from BBR listed (not combine barefoot)
2009,46,Danny Green,CLE,UNC,22.01,77.25,208.0,82.0,103.0,832.0,20899.0,49.3,0.113,1.8,20.2,0,
2009,47,Henk Norel,MIN,,,,,,,,,,,,,0,no NBA stats on BBR (never played)
2009,48,Taylor Griffin,PHO,Oklahoma,23.19,79,238,,,8.0,32.0,0.0,-0.039,-8.1,-0.1,0,ht/wt from BBR listed (not combine barefoot)
2009,49,Sergiy Gladyr,ATL,,,,,,,,,,,,,0,no NBA stats on BBR (never played)
2009,50,Goran Suton,UTA,Michigan State,,,,,,,,,,,,0,no NBA stats on BBR (never played)
2009,51,Jack McClinton,SAS,Miami (FL),,71.75,185.2,74.5,96.0,,,,,,,0,no NBA stats on BBR (never played)
2009,52,A.J. Price,IND,UConn,22.72,72.5,192.8,75.75,97.0,261.0,3929.0,4.7,0.058,-1.3,0.7,0,
2009,53,Nando De Colo,SAS,,22.01,77,200,,,119.0,1414.0,2.4,0.081,-0.7,0.5,0,ht/wt from BBR listed (not combine barefoot)
2009,54,Robert Vaden,CHA,UAB,,75.5,199.0,80.0,101.0,,,,,,,0,combine matched year-1; no NBA stats on BBR (never played)
2009,55,Patty Mills,POR,Saint Mary's,20.87,71.25,175.4,74.0,95.0,921.0,18316.0,35.9,0.094,-0.2,8.5,0,
2009,56,Ahmad Nivins,DAL,Saint Joseph's,,,,,,,,,,,,0,no NBA stats on BBR (never played)
2009,57,Emir Preldžić,PHO,,,,,,,,,,,,,0,no NBA stats on BBR (never played)
2009,58,Lester Hudson,BOS,University of Tennessee at Martin,24.88,71.75,196.0,80.75,98.5,57.0,594.0,0.2,0.016,-2.1,0.0,0,combine matched year-1
2009,59,Chinemelu Elonu,LAL,Texas A&M,,,,,,,,,,,,0,no NBA stats on BBR (never played)
2009,60,Robert Dozier,MIA,Memphis,,,,,,,,,,,,0,no NBA stats on BBR (never played)
2010,1,John Wall,WAS,Kentucky,19.8,74.75,195.6,81.25,101.5,647.0,22588.0,44.5,0.094,2.2,24.1,1,
2010,2,Evan Turner,PHI,Ohio State,21.66,77.75,213.8,80.0,103.5,705.0,18938.0,20.2,0.051,-1.9,0.5,0,
2010,3,Derrick Favors,NJN,Georgia Tech,18.94,80.75,245.2,88.0,110.0,790.0,19202.0,60.2,0.15,0.9,14.0,0,
2010,4,Wesley Johnson,MIN,Syracuse,22.95,78.25,206.4,85.0,106.0,609.0,13472.0,10.7,0.038,-1.6,1.2,0,
2010,5,DeMarcus Cousins,SAC,Kentucky,19.86,81.5,291.8,89.75,113.0,654.0,19508.0,46.8,0.115,2.4,21.6,1,
2010,6,Ekpe Udoh,GSW,Baylor,23.1,80.75,237.4,88.5,106.5,384.0,5694.0,10.4,0.088,-1.4,0.8,0,
2010,7,Greg Monroe,DET,Georgetown,20.05,81.75,246.6,86.25,108.5,646.0,17670.0,50.4,0.137,1.4,15.3,0,
2010,8,Al-Farouq Aminu,LAC,Wake Forest,19.76,79.25,216.0,87.25,108.5,711.0,17698.0,27.6,0.075,-0.6,6.5,0,
2010,9,Gordon Hayward,UTA,Butler,20.25,78.75,211.0,79.75,103.0,835.0,25654.0,63.5,0.119,1.6,23.0,1,
2010,10,Paul George,IND,Fresno State,20.15,79.75,214.4,83.25,107.0,945.0,31651.0,92.0,0.14,3.7,45.2,1,
2010,11,Cole Aldrich,NOH,Kansas,21.65,81.0,236.0,88.75,111.5,339.0,3389.0,9.6,0.135,0.1,1.8,0,
2010,12,Xavier Henry,MEM,Kansas,19.28,77.25,210.2,83.25,105.0,185.0,2905.0,0.8,0.013,-4.4,-1.7,0,
2010,13,Ed Davis,TOR,UNC,21.05,81.0,226.6,84.0,108.0,722.0,13756.0,43.3,0.151,-0.2,6.2,0,
2010,14,Patrick Patterson,HOU,Kentucky,21.28,80.0,239.6,85.25,107.0,719.0,14923.0,31.9,0.102,0.0,7.4,0,
2010,15,Larry Sanders,MIL,VCU,21.59,81.25,222.4,89.75,112.0,238.0,4635.0,10.3,0.107,-1.1,1.1,0,
2010,16,Luke Babbitt,MIN,Nevada,21.01,79.5,217.8,83.25,104.5,381.0,5332.0,7.2,0.065,-2.1,-0.1,0,
2010,17,Kevin Séraphin,CHI,,20.54,81,285,,,423.0,6430.0,5.9,0.044,-4.3,-3.6,0,ht/wt from BBR listed (not combine barefoot)
2010,18,Eric Bledsoe,OKC,Kentucky,20.54,72.25,191.6,79.5,98.0,756.0,21021.0,46.1,0.105,1.6,18.8,0,
2010,19,Avery Bradley,BOS,Texas,19.58,74.0,180.4,79.25,98.5,660.0,18151.0,17.2,0.045,-2.4,-1.8,0,
2010,20,James Anderson,SAS,Oklahoma State,21.25,76.75,207.6,80.5,104.0,247.0,4320.0,3.3,0.037,-2.7,-0.8,0,
2010,21,Craig Brackins,OKC,Iowa State,22.71,80.5,229.0,84.0,109.0,17.0,121.0,-0.2,-0.089,-9.9,-0.2,0,
2010,22,Elliot Williams,POR,Memphis,21.01,77,190,,,109.0,1470.0,0.7,0.024,-4.9,-1.1,0,ht/wt from BBR listed (not combine barefoot)
2010,23,Trevor Booker,MIN,Clemson,22.58,78.25,235.8,81.75,106.0,532.0,10872.0,26.2,0.116,-0.5,4.2,0,
2010,24,Damion James,ATL,Texas,22.71,78.25,226.6,84.75,107.0,39.0,623.0,0.0,-0.001,-3.7,-0.3,0,
2010,25,Dominique Jones,MEM,South Florida,21.69,75.25,216.0,81.25,101.0,80.0,741.0,0.3,0.017,-2.4,-0.1,0,
2010,26,Quincy Pondexter,OKC,Washington,22.29,79,230,,,355.0,5530.0,9.7,0.084,-1.8,0.3,0,ht/wt from BBR listed (not combine barefoot)
2010,27,Jordan Crawford,NJN,Xavier,21.67,75.0,198.4,79.0,101.0,281.0,6843.0,6.3,0.044,-1.3,1.3,0,
2010,28,Greivis Vásquez,MEM,Maryland,23.44,77.0,210.8,79.0,101.0,401.0,9520.0,12.6,0.064,-1.2,1.8,0,
2010,29,Daniel Orton,ORL,Kentucky,19.88,80.75,269.2,88.25,110.5,51.0,542.0,1.0,0.093,-3.5,-0.2,0,
2010,30,Lazar Hayward,WAS,Marquette,23.58,76.5,225.8,84.75,102.0,72.0,591.0,0.2,0.02,-4.2,-0.3,0,
2010,31,Tibor Pleiß,NJN,,20.64,87,256,,,12.0,82.0,-0.1,-0.041,-11.6,-0.2,0,ht/wt from BBR listed (not combine barefoot)
2010,32,Dexter Pittman,MIA,Texas,22.31,81.5,302.6,90.0,111.0,50.0,347.0,0.5,0.068,-7.7,-0.5,0,
2010,33,Hassan Whiteside,SAC,Marshall,21.03,82.5,226.6,91.0,113.0,511.0,12645.0,52.0,0.197,2.5,14.5,0,
2010,34,Armon Johnson,POR,Nevada,21.33,74.0,195.2,80.0,99.5,47.0,401.0,-0.1,-0.015,-4.1,-0.2,0,
2010,35,Nemanja Bjelica,WAS,,22.12,82,234,,,449.0,9173.0,20.0,0.104,0.3,5.4,0,ht/wt from BBR listed (not combine barefoot)
2010,36,Terrico White,DET,Ole Miss,,75.75,202.6,81.0,101.0,,,,,,,0,no NBA stats on BBR (never played)
2010,37,Darington Hobson,MIL,New Mexico,22.74,77.25,203.6,81.25,104.5,5.0,39.0,-0.2,-0.225,-13.0,-0.1,0,
2010,38,Andy Rautins,NYK,Syracuse,23.64,76.25,191.6,79.0,100.0,5.0,24.0,-0.2,-0.314,-13.2,-0.1,0,
2010,39,Landry Fields,NYK,Stanford,21.99,79,210,,,255.0,6010.0,10.5,0.084,-0.3,2.6,0,ht/wt from BBR listed (not combine barefoot)
2010,40,Lance Stephenson,IND,Cincinnati,19.8,76.5,227.0,82.5,103.0,554.0,12680.0,17.5,0.066,-1.3,2.3,0,
2010,41,Jarvis Varnado,MIA,Mississippi State,22.31,80.25,210.2,87.5,109.5,37.0,397.0,0.7,0.089,-3.3,-0.1,0,
2010,42,Da'Sean Butler,MIA,West Virginia,,,,,,,,,,,,0,no NBA stats on BBR (never played)
2010,43,Devin Ebanks,LAL,West Virginia,20.65,79.0,207.8,84.25,107.5,63.0,711.0,0.5,0.035,-4.8,-0.5,0,
2010,44,Jerome Jordan,MIL,Tulsa,23.73,83.5,244.2,89.25,113.0,65.0,491.0,1.7,0.168,-1.0,0.1,0,
2010,45,Paulão Prestes,MIN,,,,,,,,,,,,,0,no NBA stats on BBR (never played)
2010,46,Gani Lawal,PHO,Georgia Tech,21.63,79.5,233.4,84.0,107.5,1.0,2.0,0.0,-0.009,-15.0,0.0,0,
2010,47,Tiny Gallon,MIL,Oklahoma,,,,,,,,,,,,0,no NBA stats on BBR (never played)
2010,48,Latavious Williams,MIA,,,,,,,,,,,,,0,no NBA stats on BBR (never played)
2010,49,Ryan Richards,SAS,,,82.5,230.2,85.5,110.0,,,,,,,0,no NBA stats on BBR (never played)
2010,50,Solomon Alabi,DAL,Florida State,22.26,83.5,237.4,89.0,113.0,26.0,181.0,0.0,0.01,-4.4,-0.1,0,
2010,51,Magnum Rolle,OKC,Louisiana Tech,,,,,,,,,,,,0,no NBA stats on BBR (never played)
2010,52,Luke Harangody,BOS,Notre Dame,22.48,78.0,240.2,81.5,106.0,70.0,871.0,0.9,0.048,-3.5,-0.3,0,
2010,53,Pape Sy,ATL,,22.22,79,225,,,3.0,21.0,0.0,-0.047,-6.0,0.0,0,ht/wt from BBR listed (not combine barefoot)
2010,54,Willie Warren,LAC,Oklahoma,20.67,74.5,208.4,78.0,99.5,19.0,134.0,0.2,0.065,-2.7,0.0,0,
2010,55,Jeremy Evans,UTA,Western Kentucky,22.67,81,200,,,250.0,2626.0,8.2,0.15,0.9,1.9,0,ht/wt from BBR listed (not combine barefoot)
2010,56,Hamady N'Diaye,MIN,Rutgers University,23.45,84,235,,,33.0,157.0,0.0,0.013,-7.3,-0.2,0,ht/wt from BBR listed (not combine barefoot)
2010,57,Ryan Reid,IND,Florida State,23.65,80,232,,,5.0,17.0,0.1,0.142,-2.0,0.0,0,ht/wt from BBR listed (not combine barefoot)
2010,58,Derrick Caracter,LAL,Texas-El Paso,22.14,80.25,280.0,84.25,107.5,41.0,215.0,0.3,0.057,-7.1,-0.3,0,
2010,59,Stanley Robinson,ORL,UConn,,78.5,213.2,84.0,107.5,,,,,,,0,no NBA stats on BBR (never played)
2010,60,Dwayne Collins,PHO,Miami (FL),,,,,,,,,,,,0,no NBA stats on BBR (never played)
2011,1,Kyrie Irving,CLE,Duke,19.25,73.75,191.0,76.0,99.0,779.0,26879.0,91.0,0.163,4.5,43.7,1,
2011,2,Derrick Williams,MIN,Arizona,20.08,79.25,248.4,85.5,108.0,428.0,8864.0,14.1,0.076,-1.6,0.8,0,
2011,3,Enes Freedom,UTA,,19.09,82,250,,,748.0,16101.0,52.8,0.157,-0.1,7.6,0,ht/wt from BBR listed (not combine barefoot)
2011,4,Tristan Thompson,CLE,Texas,20.28,79.5,227.4,85.25,108.5,819.0,20432.0,49.3,0.116,-1.7,1.3,0,
2011,5,Jonas Valančiūnas,TOR,,19.13,83,265,,,1002.0,24429.0,87.6,0.172,0.9,18.2,0,ht/wt from BBR listed (not combine barefoot)
2011,6,Jan Veselý,WAS,,21.16,83,240,,,162.0,2455.0,4.0,0.078,-2.6,-0.4,0,ht/wt from BBR listed (not combine barefoot)
2011,7,Bismack Biyombo,SAC,,18.82,80,255,,,892.0,17053.0,33.3,0.094,-2.6,-2.6,0,ht/wt from BBR listed (not combine barefoot)
2011,8,Brandon Knight,DET,Kentucky,19.56,73.5,176.8,78.75,98.5,451.0,13202.0,11.6,0.042,-1.6,1.4,0,
2011,9,Kemba Walker,CHA,UConn,21.13,71.5,184.0,75.5,91.5,750.0,24810.0,59.8,0.116,2.8,29.8,1,
2011,10,Jimmer Fredette,MIL,BYU,22.32,74,195,,,241.0,3213.0,2.2,0.033,-2.5,-0.4,0,ht/wt from BBR listed (not combine barefoot)
2011,11,Klay Thompson,GSW,Washington State,21.37,77.75,205.6,81.0,103.5,934.0,29306.0,57.6,0.094,0.4,17.6,1,
2011,12,Alec Burks,UTA,Colorado,19.93,77.0,192.6,82.0,103.5,791.0,17576.0,31.7,0.087,-0.5,6.6,0,
2011,13,Markieff Morris,PHO,Kansas,21.8,79.75,240.8,82.75,106.5,791.0,18460.0,27.3,0.071,-1.5,2.3,0,
2011,14,Marcus Morris,HOU,Kansas,21.8,79.0,229.6,82.0,105.5,832.0,22093.0,39.4,0.086,-0.8,6.7,0,
2011,15,Kawhi Leonard,IND,San Diego State,19.98,78.0,227.4,87.0,106.0,798.0,25368.0,111.9,0.212,6.6,55.2,1,
2011,16,Nikola Vučević,PHI,USC,20.66,82.25,259.8,88.5,112.5,1036.0,32321.0,84.3,0.125,2.1,33.2,1,
2011,17,Iman Shumpert,NYK,Georgia Tech,20.99,76.25,221.8,81.5,99.5,461.0,11470.0,12.9,0.054,-1.7,0.9,0,
2011,18,Chris Singleton,WAS,Florida State,21.59,79.75,230.2,85.0,103.5,148.0,2605.0,2.3,0.042,-3.2,-0.8,0,
2011,19,Tobias Harris,CHA,Tennessee,18.94,78.5,222.8,83.0,103.5,1033.0,32474.0,80.6,0.119,1.0,24.3,0,
2011,20,Donatas Motiejūnas,MIN,,20.76,84,255,,,251.0,4566.0,7.1,0.075,-2.5,-0.5,0,ht/wt from BBR listed (not combine barefoot)
2011,21,Nolan Smith,POR,Duke,22.91,73.5,187.6,77.5,99.0,84.0,829.0,-0.8,-0.047,-6.0,-0.8,0,
2011,22,Kenneth Faried,DEN,Morehead State University,21.59,78.0,224.6,84.0,108.0,478.0,11728.0,38.8,0.159,0.5,7.5,0,
2011,23,Nikola Mirotić,HOU,,20.36,82,250,,,319.0,7718.0,20.8,0.129,1.6,7.1,0,ht/wt from BBR listed (not combine barefoot)
2011,24,Reggie Jackson,OKC,Boston College,21.19,74,208,,,884.0,21859.0,36.3,0.08,-0.6,7.5,0,ht/wt from BBR listed (not combine barefoot)
2011,25,MarShon Brooks,BOS,Providence,22.4,76.25,194.6,85.0,101.0,200.0,3456.0,3.3,0.046,-1.6,0.4,0,
2011,26,Jordan Hamilton,DAL,Texas,20.71,78.75,228.4,81.5,104.0,151.0,2100.0,3.0,0.069,-0.1,1.0,0,
2011,27,JaJuan Johnson,NJN,Purdue,22.37,81.0,219.8,86.0,107.5,36.0,298.0,0.2,0.032,-3.9,-0.1,0,
2011,28,Norris Cole,CHI,Cleveland State University,22.69,72.25,174.4,74.25,95.5,360.0,8018.0,3.0,0.018,-4.1,-4.1,0,
2011,29,Cory Joseph,SAS,Texas,19.84,74.0,186.2,77.5,99.0,866.0,18296.0,32.1,0.084,-1.1,4.0,0,
2011,30,Jimmy Butler,CHI,Marquette,21.77,78.0,222.2,79.5,101.5,907.0,29972.0,129.4,0.207,5.0,52.8,1,
2011,31,Bojan Bogdanović,MIA,,22.18,79,226,,,719.0,20890.0,37.6,0.086,-0.9,5.8,0,ht/wt from BBR listed (not combine barefoot)
2011,32,Justin Harper,CLE,Richmond,21.81,80.0,228.0,83.75,106.0,22.0,150.0,-0.3,-0.093,-8.7,-0.2,0,
2011,33,Kyle Singler,DET,Duke,23.13,79.5,228.0,82.1,106.0,356.0,7794.0,10.0,0.062,-2.5,-0.9,0,
2011,34,Shelvin Mack,WAS,Butler,21.17,73.0,209.0,79.5,96.5,456.0,8392.0,10.3,0.059,-1.9,0.1,0,
2011,35,Tyler Honeycutt,SAC,UCLA,20.94,78.75,186.8,81.0,105.0,24.0,120.0,-0.1,-0.049,-5.1,-0.1,0,
2011,36,Jordan Williams,NJN,Maryland,20.7,79.75,247.2,84.25,106.5,43.0,635.0,1.3,0.101,-2.1,0.0,0,
2011,37,Trey Thompkins,LAC,Georgia,21.09,80.5,239.0,85.0,107.5,24.0,119.0,0.0,0.004,-5.7,-0.1,0,
2011,38,Chandler Parsons,HOU,Florida,22.66,80.75,221.2,81.5,104.5,440.0,13246.0,28.9,0.105,1.1,10.2,0,
2011,39,Jeremy Tyler,CHA,,20.01,81.0,262.4,89.0,110.5,104.0,1034.0,0.3,0.014,-7.0,-1.3,0,
2011,40,Jon Leuer,MIL,Wisconsin,22.11,82.0,223.2,84.0,105.5,377.0,5945.0,13.2,0.107,-0.7,2.0,0,
2011,41,Darius Morris,LAL,Michigan,20.47,75.25,190.0,79.5,102.0,132.0,1464.0,-0.3,-0.01,-5.1,-1.2,0,
2011,42,Dāvis Bertāns,IND,,18.61,82,225,,,475.0,8545.0,18.6,0.105,0.2,4.7,0,ht/wt from BBR listed (not combine barefoot)
2011,43,Malcolm Lee,CHI,UCLA,21.09,76.0,198.2,81.75,101.5,36.0,534.0,0.4,0.04,-2.5,-0.1,0,
2011,44,Charles Jenkins,GSW,Hofstra,22.31,73.5,216.4,79.5,96.5,110.0,1334.0,0.5,0.017,-4.5,-0.8,0,
2011,45,Josh Harrellson,NOH,Kentucky,22.36,82,275,,,75.0,888.0,2.1,0.116,-0.4,0.4,0,ht/wt from BBR listed (not combine barefoot)
2011,46,Andrew Goudelock,LAL,College of Charleston,22.54,73.25,197.6,76.25,96.5,49.0,475.0,0.0,0.003,-5.0,-0.3,0,
2011,47,Travis Leslie,LAC,Georgia,21.23,75.0,205.0,82.5,103.0,10.0,45.0,0.1,0.06,-0.3,0.0,0,
2011,48,Keith Benson,ATL,Oakland,22.86,82.0,217.0,87.75,109.5,3.0,9.0,0.0,-0.005,-7.7,0.0,0,
2011,49,Josh Selby,MEM,Kansas,20.24,73.75,194.6,77.25,98.0,38.0,296.0,-0.7,-0.113,-9.5,-0.6,0,
2011,50,Lavoy Allen,PHI,Temple,22.38,81,260,,,388.0,6905.0,13.8,0.096,-2.1,-0.1,0,ht/wt from BBR listed (not combine barefoot)
2011,51,Jon Diebler,POR,Ohio State,,77.25,196.6,78.0,99.0,,,,,,,0,no NBA stats on BBR (never played)
2011,52,Vernon Macklin,DET,Florida,24.76,82,227,,,23.0,135.0,0.5,0.161,1.2,0.1,0,ht/wt from BBR listed (not combine barefoot)
2011,53,DeAndre Liggins,ORL,Kentucky,23.23,77.0,202.2,83.0,103.5,177.0,1907.0,1.6,0.04,-2.2,-0.1,0,
2011,54,Milan Mačvan,CLE,,,,,,,,,,,,,0,no NBA stats on BBR (never played)
2011,55,E'Twaun Moore,BOS,Purdue,22.32,74.5,191.4,81.5,99.5,598.0,12564.0,14.8,0.057,-1.9,0.2,0,
2011,56,Chukwudiebere Maduabum,LAL,,,,,,,,,,,,,0,no NBA stats on BBR (never played)
2011,57,Tanguy Ngombo,DAL,,,,,,,,,,,,,0,no NBA stats on BBR (never played)
2011,58,Ater Majok,LAL,,,,,,,,,,,,,0,no NBA stats on BBR (never played)
2011,59,Ádám Hanga,SAS,,,,,,,,,,,,,0,no NBA stats on BBR (never played)
2011,60,Isaiah Thomas,SAC,Washington,22.37,68.75,186.0,73.75,91.5,556.0,15582.0,45.3,0.14,2.1,16.1,1,
2012,1,Anthony Davis,NOH,Kentucky,19.3,81.25,221.8,89.5,108.0,807.0,27741.0,120.1,0.208,5.8,54.9,1,
2012,2,Michael Kidd-Gilchrist,CHA,Kentucky,18.75,77.75,232.8,84.0,104.5,446.0,10978.0,21.0,0.092,-1.8,0.6,0,
2012,3,Bradley Beal,WAS,Florida,19.0,75.25,201.8,80.0,100.0,807.0,27681.0,58.4,0.101,1.4,23.7,1,
2012,4,Dion Waiters,CLE,Syracuse,20.55,74.5,221.0,79.25,98.0,419.0,11835.0,8.8,0.036,-2.1,-0.4,0,
2012,5,Thomas Robinson,SAC,Kansas,21.28,79.75,244.2,87.25,106.0,313.0,4204.0,4.6,0.053,-3.5,-1.6,0,
2012,6,Damian Lillard,POR,Weber State,21.95,73.75,188.8,79.75,95.5,900.0,32614.0,118.4,0.174,4.6,54.5,1,
2012,7,Harrison Barnes,GSW,UNC,20.08,79.0,227.8,83.25,101.5,1070.0,33015.0,66.4,0.097,-0.8,10.0,0,
2012,8,Terrence Ross,TOR,Washington,21.39,78.0,196.6,79.25,100.5,733.0,17956.0,25.0,0.067,-1.0,4.5,0,
2012,9,Andre Drummond,DET,UConn,18.88,81.75,278.6,90.25,109.5,967.0,25451.0,80.0,0.151,1.0,18.9,1,
2012,10,Austin Rivers,NOH,Duke,19.91,75.5,202.8,79.25,96.5,707.0,16858.0,15.2,0.043,-3.1,-4.5,0,
2012,11,Meyers Leonard,POR,Illinois,20.33,83.75,249.8,87.0,108.0,456.0,7272.0,15.8,0.104,-1.5,1.0,0,
2012,12,Jeremy Lamb,HOU,UConn,20.08,76.0,179.2,83.0,102.0,573.0,11896.0,26.8,0.108,0.6,7.9,0,
2012,13,Kendall Marshall,PHO,UNC,20.86,75.25,198.4,77.5,96.0,160.0,3083.0,1.0,0.015,-3.5,-1.1,0,
2012,14,John Henson,MIL,UNC,21.5,81.0,216.0,89.0,112.0,445.0,8752.0,20.7,0.113,-0.5,3.4,0,
2012,15,Maurice Harkless,PHI,St. John's,19.13,79.25,206.6,84.0,102.5,621.0,14019.0,23.0,0.079,-0.8,4.1,0,
2012,16,Royce White,HOU,Iowa State,21.22,79.0,260.6,84.0,104.5,3.0,9.0,0.0,-0.121,-16.9,0.0,0,
2012,17,Tyler Zeller,DAL,UNC,22.44,83.25,247.4,84.0,104.5,414.0,7254.0,17.1,0.113,-2.0,0.0,0,
2012,18,Terrence Jones,HOU,Kentucky,20.47,80.25,252.0,86.25,107.0,234.0,5562.0,14.7,0.127,0.5,3.6,0,
2012,19,Andrew Nicholson,ORL,St. Bonaventure,22.55,80.5,234.0,88.0,107.0,285.0,4080.0,3.8,0.045,-3.6,-1.6,0,
2012,20,Evan Fournier,DEN,,19.66,78,205,,,704.0,19514.0,30.5,0.075,-1.1,4.3,0,ht/wt from BBR listed (not combine barefoot)
2012,21,Jared Sullinger,BOS,Ohio State,20.32,79.75,268.2,85.25,105.5,269.0,6532.0,15.3,0.113,-0.4,2.7,0,
2012,22,Fab Melo,BOS,Syracuse,22.02,82.75,255.0,86.5,110.0,6.0,36.0,0.0,0.021,-7.6,-0.1,0,
2012,23,John Jenkins,ATL,Vanderbilt,21.31,75.25,212.0,80.5,98.0,171.0,2183.0,3.0,0.065,-1.9,0.1,0,
2012,24,Jared Cunningham,CLE,Oregon State,21.1,75.5,187.6,78.5,98.0,84.0,605.0,0.2,0.017,-5.7,-0.6,0,
2012,25,Tony Wroten,MEM,Washington,19.21,76.75,203.2,81.0,101.0,145.0,3076.0,-1.3,-0.021,-3.4,-1.1,0,
2012,26,Miles Plumlee,IND,Duke,23.82,82.5,252.4,84.75,105.5,346.0,5658.0,10.6,0.09,-1.9,0.2,0,
2012,27,Arnett Moultrie,MIA,Mississippi State,21.61,81.5,232.8,86.25,106.5,59.0,729.0,1.7,0.113,-2.8,-0.1,0,
2012,28,Perry Jones,OKC,Baylor,20.76,82.25,233.8,85.75,107.0,143.0,1675.0,1.7,0.048,-3.5,-0.6,0,
2012,29,Marquis Teague,CHI,Kentucky,19.33,73.0,179.8,79.25,96.5,91.0,909.0,-0.9,-0.045,-6.5,-1.0,0,
2012,30,Festus Ezeli,GSW,Vanderbilt,22.69,81.75,264.2,89.75,108.0,170.0,2394.0,5.9,0.119,-2.0,0.0,0,
2012,31,Jeff Taylor,CHA,Vanderbilt,23.1,78.0,212.8,78.25,101.5,132.0,2566.0,1.3,0.024,-4.2,-1.5,0,
2012,32,Tomáš Satoranský,WAS,,20.66,78.5,200.6,79.25,100.0,388.0,8617.0,17.9,0.1,-0.9,2.4,0,
2012,33,Bernard James,CLE,Florida State,27.39,80.75,229.8,87.0,108.5,92.0,761.0,1.9,0.117,-1.8,0.0,0,
2012,34,Jae Crowder,CLE,Marquette,21.98,76.75,241.2,81.25,99.5,812.0,20161.0,43.0,0.102,0.1,10.9,0,
2012,35,Draymond Green,GSW,Michigan State,22.32,77.75,235.6,85.25,105.0,949.0,27151.0,66.3,0.117,2.1,27.9,1,
2012,36,Orlando Johnson,SAC,UC Santa Barbara,23.3,75.75,223.8,83.25,99.0,103.0,1112.0,1.4,0.059,-2.4,-0.1,0,
2012,37,Quincy Acy,TOR,Baylor,21.73,78.5,223.8,86.75,106.5,337.0,5392.0,8.7,0.078,-2.0,-0.1,0,
2012,38,Quincy Miller,DEN,Baylor,19.61,80.75,218.7,85.25,105.0,69.0,934.0,-0.1,-0.003,-3.9,-0.5,0,
2012,39,Khris Middleton,DET,Texas A&M,20.88,78.75,216.2,82.75,103.0,839.0,25262.0,58.2,0.111,0.5,15.7,1,
2012,40,Will Barton,POR,Memphis,21.48,77.0,174.4,81.75,102.5,679.0,17116.0,26.5,0.074,-0.4,6.9,0,
2012,41,Tyshawn Taylor,POR,Kansas,22.21,74.75,177.0,78.25,97.5,61.0,491.0,-0.9,-0.088,-8.1,-0.8,0,
2012,42,Doron Lamb,MIL,Kentucky,20.64,75.25,199.4,78.75,98.5,100.0,1272.0,0.1,0.005,-5.8,-1.2,0,
2012,43,Mike Scott,ATL,Virginia,23.95,79.25,240.8,82.75,104.0,555.0,9182.0,16.8,0.088,-1.7,0.6,0,
2012,44,Kim English,DET,Missouri,23.76,76.5,192.0,78.5,98.0,41.0,407.0,0.2,0.021,-4.2,-0.2,0,
2012,45,Justin Hamilton,PHI,LSU,22.24,84,260,,,113.0,1961.0,3.7,0.091,-0.9,0.5,0,ht/wt from BBR listed (not combine barefoot)
2012,46,Darius Miller,NOH,Kentucky,22.27,78.0,233.4,81.0,101.0,271.0,5358.0,6.5,0.059,-2.3,-0.4,0,
2012,47,Kevin Murphy,UTA,Tennessee Technological University,22.31,77.0,194.0,78.75,99.0,17.0,52.0,-0.3,-0.272,-16.8,-0.2,0,
2012,48,Kostas Papanikolaou,NYK,,21.91,80,225,,,69.0,1089.0,0.3,0.015,-2.7,-0.2,0,ht/wt from BBR listed (not combine barefoot)
2012,49,Kyle O'Quinn,ORL,Norfolk State,22.26,80.5,240.8,88.75,106.5,472.0,6714.0,17.8,0.128,0.9,5.0,0,
2012,50,İzzet Türkyılmaz,DEN,,,,,,,,,,,,,0,no NBA stats on BBR (never played)
2012,51,Kris Joseph,BOS,Syracuse,23.53,78.0,215.0,83.0,104.0,10.0,54.0,-0.1,-0.127,-9.9,-0.1,0,
2012,52,Ognjen Kuzmić,GSW,,22.12,85,251,,,37.0,164.0,0.2,0.061,-5.6,-0.2,0,ht/wt from BBR listed (not combine barefoot)
2012,53,Furkan Aldemir,LAC,,20.89,82,240,,,41.0,540.0,1.4,0.122,-3.6,-0.2,0,ht/wt from BBR listed (not combine barefoot)
2012,54,Tornike Shengelia,PHI,,20.73,81,217,,,45.0,247.0,-0.2,-0.032,-7.0,-0.3,0,ht/wt from BBR listed (not combine barefoot)
2012,55,Darius Johnson-Odom,DAL,Marquette,22.75,73.5,212.0,79.0,96.0,7.0,21.0,-0.3,-0.597,-25.5,-0.1,0,
2012,56,Tomislav Zubčić,TOR,,,,,,,,,,,,,0,no NBA stats on BBR (never played)
2012,57,İlkan Karaman,NJN,,,,,,,,,,,,,0,no NBA stats on BBR (never played)
