year,pick,team,player,slug,college,yrs,career_games,career_minutes,career_ws,career_ws48,career_bpm,career_vorp
2015,16,BOS,Terry Rozier,roziete01,Louisville,10,665,18357,30.6,.080,0.2,10.1
2015,17,MIL,Rashad Vaughn,vaughra01,UNLV,3,139,1671,-0.6,-.017,-4.7,-1.2
2015,18,HOU,Sam Dekker,dekkesa01,Wisconsin,5,201,3097,5.4,.083,-1.4,0.5
2015,19,WAS,Jerian Grant,grantje02,Notre Dame,5,279,4998,8.3,.080,-1.6,0.5
2015,20,TOR,Delon Wright,wrighde01,Utah,10,548,11175,28.9,.124,1.9,11.1
2015,21,DAL,Justin Anderson,anderju01,Virginia,6,242,3280,4.9,.072,-1.5,0.4
2015,22,CHI,Bobby Portis,portibo01,Arkansas,11,721,16526,36.6,.106,-0.4,6.8
2015,23,POR,Rondae Hollis-Jefferson,holliro01,Arizona,6,305,6759,12.9,.091,-0.7,2.3
2015,24,CLE,Tyus Jones,jonesty01,Duke,11,749,15403,34.9,.109,0.4,9.2
2015,25,MEM,Jarell Martin,martija01,LSU,4,184,2927,3.2,.053,-4.3,-1.7
2015,26,SAS,Nikola Milutinov,milutni01,,,,,,,,
2015,27,LAL,Larry Nance Jr.,nancela02,Wyoming,11,581,13036,35.2,.130,1.1,10.1
2015,28,BOS,R.J. Hunter,hunterj01,Georgia State University,4,45,395,0.4,.051,-2.0,0.0
2015,29,BRK,Chris McCullough,mcculch01,Syracuse,3,59,532,0.6,.054,-2.5,-0.1
2015,30,GSW,Kevon Looney,looneke01,UCLA,11,620,10617,38.1,.172,0.3,6.2
2015,31,MIN,Cedi Osman,osmande01,,7,476,10815,12.5,.055,-2.1,-0.3
2015,32,HOU,Montrezl Harrell,harremo01,Louisville,8,515,10544,42.9,.195,2.6,12.2
2015,33,BOS,Jordan Mickey,mickejo01,LSU,3,64,482,0.5,.050,-4.8,-0.3
2015,34,LAL,Anthony Brown,brownan02,Stanford,3,41,762,-0.2,-.016,-5.1,-0.6
2015,35,PHI,Willy Hernangómez,hernawi01,,7,344,5149,16.3,.152,0.1,2.8
2015,36,MIN,Rakeem Christmas,chrisra01,Syracuse,2,30,225,0.5,.105,-4.7,-0.2
2015,37,PHI,Richaun Holmes,holmeri01,Bowling Green,10,489,9360,30.7,.158,0.1,5.0
2015,38,DET,Darrun Hilliard,hillida01,Villanova,3,91,859,0.3,.016,-4.7,-0.6
2015,39,CHO,Juan Pablo Vaulet,vauleju01,,,,,,,,
2015,40,MIA,Josh Richardson,richajo01,Tennessee,10,554,15815,27.7,.084,-0.6,5.5
2015,41,BRK,Pat Connaughton,connapa01,Notre Dame,11,637,11736,25.3,.103,-0.5,4.5
2015,42,UTA,Olivier Hanlan,hanlaol01,Boston College,,,,,,,
2015,43,IND,Joe Young,youngjo01,Oregon,3,127,1077,0.4,.016,-4.1,-0.6
2015,44,PHO,Andrew Harrison,harrian01,Kentucky,3,145,2987,3.2,.051,-2.8,-0.6
2015,45,BOS,Marcus Thornton,thornma02,William & Mary,,,,,,,
2015,46,MIL,Norman Powell,powelno01,UCLA,11,675,16655,36.4,.105,0.2,9.2
2015,47,PHI,Artūras Gudaitis,gudaiar01,,,,,,,,
2015,48,OKC,Dakari Johnson,johnsda04,Kentucky,1,31,161,0.6,.178,-0.3,0.1
2015,49,WAS,Aaron White,whiteaa01,Iowa,,,,,,,
2015,50,ATL,Marcus Eriksson,eriksma01,,,,,,,,
2015,51,ORL,Tyler Harvey,harvety01,Eastern Washington,,,,,,,
2015,52,DAL,Satnam Singh,singhsa01,,,,,,,,
2015,53,CLE,Sir'Dominic Pointer,pointsi01,St. John's,,,,,,,
2015,54,UTA,Dani Díez,diezda01,,,,,,,,
2015,55,SAS,Cady Lalanne,lalanca01,UMass,,,,,,,
2015,56,NOP,Branden Dawson,dawsobr01,Michigan State,1,6,29,0.0,.069,-5.7,0.0
2015,57,DEN,Nikola Radičević,radicni01,,,,,,,,
2015,58,PHI,J.P. Tokoto,tokotjp01,UNC,,,,,,,
2015,59,ATL,Dimitrios Agravanis,agravdi01,,,,,,,,
2015,60,PHI,Luka Mitrović,mitrolu01,,,,,,,,
2016,1,PHI,Ben Simmons,simmobe01,LSU,7,383,11910,35.4,.143,3.0,15.0
2016,2,LAL,Brandon Ingram,ingrabr01,Duke,10,572,18920,31.8,.081,0.2,10.3
2016,3,BOS,Jaylen Brown,brownja02,California,10,674,20908,47.5,.109,0.7,14.1
2016,4,PHO,Dragan Bender,bendedr01,,4,187,3755,0.5,.006,-3.9,-1.9
2016,5,MIN,Kris Dunn,dunnkr01,Providence,10,489,11727,15.7,.064,-1.0,2.8
2016,6,NOP,Buddy Hield,hieldbu01,Oklahoma,10,765,20999,28.7,.066,0.2,11.7
2016,7,DEN,Jamal Murray,murraja01,Kentucky,9,611,19448,47.6,.117,1.4,16.5
2016,8,SAC,Marquese Chriss,chrisma01,Washington,6,292,5338,6.5,.058,-2.4,-0.5
2016,9,TOR,Jakob Poeltl,poeltja01,Utah,10,641,14469,48.5,.161,1.3,11.9
2016,10,MIL,Thon Maker,makerth01,,5,263,3624,6.6,.087,-2.1,-0.1
2016,11,ORL,Domantas Sabonis,sabondo01,Gonzaga,10,665,20463,71.0,.166,3.3,27.6
2016,12,UTA,Taurean Prince,princta02,Baylor,10,608,15013,15.5,.050,-2.1,-0.3
2016,13,PHO,Georgios Papagiannis,papagge01,,2,39,477,0.4,.044,-3.9,-0.2
2016,14,CHI,Denzel Valentine,valende01,Michigan State,5,256,4817,4.5,.044,-1.9,0.2
2016,15,DEN,Juancho Hernangómez,hernaju01,,7,339,5269,8.7,.080,-1.9,0.1
2016,16,BOS,Guerschon Yabusele,yabusgu01,,4,211,3388,6.4,.091,-1.5,0.4
2016,17,MEM,Wade Baldwin,baldwwa01,Vanderbilt,3,56,579,-0.3,-.028,-5.3,-0.5
2016,18,DET,Henry Ellenson,ellenhe01,Marquette,5,83,787,0.4,.023,-3.7,-0.3
2016,19,DEN,Malik Beasley,beaslma01,Florida State,9,578,13739,20.1,.070,-0.9,3.7
2016,20,IND,Caris LeVert,leverca01,Michigan,10,584,15705,25.4,.078,-0.2,7.0
2016,21,ATL,DeAndre' Bembry,bembrde01,Saint Joseph's,6,296,5670,4.4,.038,-2.3,-0.4
2016,22,CHO,Malachi Richardson,richama01,Syracuse,3,70,625,-0.1,-.009,-6.1,-0.7
2016,23,BOS,Ante Žižić,zizican01,,3,113,1517,3.5,.110,-2.6,-0.2
2016,24,PHI,Timothé Luwawu-Cabarrot,luwawti01,,6,328,5254,4.7,.043,-4.0,-2.7
2016,25,LAC,Brice Johnson,johnsbr02,UNC,2,21,107,0.1,.062,-0.6,0.0
2016,26,PHI,Furkan Korkmaz,korkmfu01,,7,328,5447,7.6,.067,-2.0,0.1
2016,27,TOR,Pascal Siakam,siakapa01,New Mexico State,10,691,21694,58.1,.129,1.8,21.0
2016,28,PHO,Skal Labissière,labissk01,Kentucky,6,155,2645,4.5,.082,-2.2,-0.2
2016,29,SAS,Dejounte Murray,murrade01,Washington,9,517,15134,26.8,.085,1.4,12.9
2016,30,GSW,Damian Jones,jonesda03,Vanderbilt,8,279,3782,11.3,.143,-1.0,1.0
2016,31,BOS,Deyonta Davis,davisde01,Michigan State,3,107,1299,3.6,.131,-2.1,0.0
2016,32,LAL,Ivica Zubac,zubaciv01,,10,632,14880,55.5,.179,0.8,10.4
2016,33,LAC,Cheick Diallo,diallch01,Kansas,5,183,2186,6.3,.139,-1.4,0.3
2016,34,PHO,Tyler Ulis,ulisty01,Kentucky,3,133,2782,0.5,.008,-3.6,-1.1
2016,35,BOS,Rade Zagorac,zagorra01,,,,,,,,
2016,36,MIL,Malcolm Brogdon,brogdma01,Virginia,9,463,13481,33.4,.119,1.3,11.2
2016,37,HOU,Chinanu Onuaku,onuakch01,Louisville,2,6,74,0.1,.043,-5.4,-0.1
2016,38,MIL,Patrick McCaw,mccawpa01,UNLV,5,199,3373,4.4,.062,-2.8,-0.6
2016,39,NOP,David Michineau,michida01,,,,,,,,
2016,40,NOP,Diamond Stone,stonedi01,Maryland,1,7,24,-0.1,-.211,-20.8,-0.1
2016,41,ORL,Stephen Zimmerman,zimmest01,UNLV,1,19,108,0.0,-.005,-8.3,-0.2
2016,42,UTA,Isaiah Whitehead,whiteis01,Seton Hall,2,89,1823,-0.9,-.025,-5.0,-1.4
2016,43,HOU,Zhou Qi,qizh01,,2,19,125,-0.2,-.093,-9.6,-0.2
2016,44,ATL,Isaïa Cordinier,cordiis01,,,,,,,,
2016,45,BOS,Demetrius Jackson,jacksde01,Notre Dame,3,26,136,0.2,.087,-0.5,0.1
2016,46,DAL,A.J. Hammons,hammoaj01,Purdue,1,22,163,0.0,-.001,-6.6,-0.2
2016,47,ORL,Jake Layman,laymaja01,Maryland,6,243,3099,3.8,.059,-2.3,-0.2
2016,48,CHI,Paul Zipser,zipsepa01,,2,98,1667,0.0,-.001,-5.2,-1.4
2016,49,DET,Michael Gbinije,gbinimi01,Syracuse,1,9,32,-0.1,-.136,-12.1,-0.1
2016,50,IND,Georges Niang,niangge01,Iowa State,9,544,9494,15.9,.080,-1.7,0.7
2016,51,BOS,Ben Bentil,bentibe01,Providence,1,3,10,-0.1,-.473,-25.9,-0.1
2016,52,UTA,Joel Bolomboy,bolomjo01,Weber State,2,18,91,0.3,.132,-0.1,0.0
2016,53,DEN,Petr Cornelie,cornepe01,,1,13,38,0.0,-.015,-8.8,-0.1
2016,54,ATL,Kay Felder,feldeka01,Oakland,2,58,526,-0.4,-.041,-4.7,-0.4
2016,55,BRK,Marcus Paige,paigema01,UNC,1,5,28,0.0,-.006,-8.8,0.0
2016,56,DEN,Daniel Hamilton,hamilda02,UConn,2,25,232,0.0,.000,-3.3,-0.1
2016,57,MEM,Wang Zhelin,sheliwa01,,,,,,,,
2016,58,BOS,Abdel Nader,naderab01,Iowa State,5,202,2583,2.8,.052,-2.6,-0.4
2016,59,SAC,Isaiah Cousins,cousiis01,Oklahoma,,,,,,,
2016,60,UTA,Tyrone Wallace,wallaty01,California,4,112,1714,0.1,.003,-5.2,-1.4
2017,1,PHI,Markelle Fultz,fultzma01,Washington,9,260,6159,8.3,.065,-1.3,1.1
2017,2,LAL,Lonzo Ball,balllo01,UCLA,7,322,9692,13.3,.066,0.8,6.9
2017,3,BOS,Jayson Tatum,tatumja01,Duke,9,601,20707,67.2,.156,3.8,30.3
2017,4,PHO,Josh Jackson,jacksjo02,Kansas,5,291,6718,-1.7,-.012,-3.8,-3.1
2017,5,SAC,De'Aaron Fox,foxde01,Kentucky,9,603,19892,40.3,.097,1.0,15.1
2017,6,ORL,Jonathan Isaac,isaacjo01,Florida State,7,328,6161,14.9,.116,0.7,4.3
2017,7,MIN,Lauri Markkanen,markkla01,Arizona,9,492,15401,36.7,.114,1.2,12.2
2017,8,NYK,Frank Ntilikina,ntilila01,,7,321,5454,0.3,.003,-4.4,-3.4
2017,9,DAL,Dennis Smith Jr.,smithde03,NC State,7,326,7601,2.3,.015,-2.1,-0.2
2017,10,SAC,Zach Collins,colliza01,Gonzaga,8,388,7321,12.4,.081,-1.4,1.0
2017,11,CHO,Malik Monk,monkma01,Kentucky,9,585,13307,16.1,.058,-1.0,3.1
2017,12,DET,Luke Kennard,kennalu01,Duke,9,538,12440,28.1,.108,0.0,6.3
2017,13,DEN,Donovan Mitchell,mitchdo01,Louisville,9,609,20585,60.2,.140,3.6,29.4
2017,14,MIA,Bam Adebayo,adebaba01,Kentucky,9,640,19719,64.0,.156,2.5,22.2
2017,15,POR,Justin Jackson,jacksju01,UNC,7,280,4886,5.3,.052,-2.8,-1.0
2017,16,CHI,Justin Patton,pattoju01,Creighton,4,22,296,0.4,.066,-2.8,-0.1
2017,17,MIL,D.J. Wilson,wilsodj01,Michigan,6,148,1818,2.9,.077,-2.4,-0.2
2017,18,IND,T.J. Leaf,leaftj01,UCLA,4,146,1238,2.7,.104,-1.8,0.1
2017,19,ATL,John Collins,collijo01,Wake Forest,9,541,15611,43.8,.135,0.5,10.0
2017,20,POR,Harry Giles,gilesha01,Duke,4,165,1935,3.1,.076,-2.5,-0.2
2017,21,OKC,Terrance Ferguson,fergute01,,4,204,4000,4.4,.053,-4.0,-2.1
2017,22,BRK,Jarrett Allen,allenja01,Texas,9,624,17540,73.1,.200,2.4,19.4
2017,23,TOR,OG Anunoby,anunoog01,Indiana,9,559,17078,37.6,.106,0.4,10.5
2017,24,UTA,Tyler Lydon,lydonty01,Syracuse,2,26,96,0.2,.084,-4.3,-0.1
2017,25,ORL,Anžejs Pasečņiks,pasecan01,,2,28,443,0.4,.038,-6.2,-0.5
2017,26,POR,Caleb Swanigan,swanica01,Purdue,3,75,655,-0.2,-.015,-6.2,-0.7
2017,27,BRK,Kyle Kuzma,kuzmaky01,Utah,9,610,18661,16.3,.042,-1.6,1.8
2017,28,LAL,Tony Bradley,bradlto01,UNC,8,234,2557,8.9,.167,-0.5,1.0
2017,29,SAS,Derrick White,whitede01,Colorado,9,571,16706,46.7,.134,2.4,18.4
2017,30,UTA,Josh Hart,hartjo01,Villanova,9,596,18123,42.8,.113,0.8,12.6
2017,31,CHO,Frank Jackson,jacksfr01,Duke,5,214,3873,2.5,.031,-3.9,-1.9
2017,32,PHO,Davon Reed,reedda01,Miami (FL),4,122,1299,1.5,.054,-2.9,-0.3
2017,33,ORL,Wes Iwundu,iwundwe01,Kansas State,5,226,3827,4.2,.053,-3.9,-1.8
2017,34,SAC,Frank Mason III,masonfr01,Kansas,4,103,1616,1.2,.035,-2.7,-0.3
2017,35,ORL,Ivan Rabb,rabbiv01,California,2,85,1237,3.2,.125,-1.7,0.1
2017,36,PHI,Jonah Bolden,boldejo01,,2,51,686,1.4,.098,-1.3,0.1
2017,37,BOS,Semi Ojeleye,ojelese01,SMU,5,284,4111,5.2,.061,-3.4,-1.5
2017,38,CHI,Jordan Bell,belljo01,Oregon,5,161,1937,4.9,.121,0.2,1.1
2017,39,PHI,Jawun Evans,evansja01,Oklahoma State,2,56,843,-0.4,-.022,-5.4,-0.7
2017,40,NOP,Dwayne Bacon,bacondw01,Florida State,4,207,4012,0.8,.010,-5.1,-3.1
2017,41,ATL,Tyler Dorsey,dorsety01,Oregon,3,107,1680,1.1,.031,-3.0,-0.5
2017,42,UTA,Thomas Bryant,bryanth01,Indiana,9,393,6642,22.7,.164,0.9,4.9
2017,43,HOU,Isaiah Hartenstein,harteis01,,8,426,8511,33.3,.188,2.4,9.4
2017,44,NYK,Damyean Dotson,dotsoda01,Oregon,5,213,4242,3.0,.034,-2.8,-0.9
2017,45,HOU,Dillon Brooks,brookdi01,Oregon,9,548,16205,16.8,.050,-3.3,-5.2
2017,46,PHI,Sterling Brown,brownst02,SMU,6,268,4458,6.6,.071,-2.1,-0.1
2017,47,IND,Ike Anigbogu,anigbik01,UCLA,2,14,36,0.0,.057,-1.1,0.0
2017,48,MIL,Sindarius Thornwell,thornsi01,South Carolina,4,160,1721,1.1,.032,-3.1,-0.5
2017,49,DEN,Vlatko Čančar,cancavl01,,5,143,1527,2.4,.076,-2.5,-0.2
2017,50,PHI,Mathias Lessort,lessoma01,,,,,,,,
2017,51,DEN,Monte Morris,morrimo01,Iowa State,9,426,9873,24.7,.120,0.2,5.6
2017,52,NOP,Edmond Sumner,sumneed01,Xavier,5,161,2256,3.2,.069,-3.0,-0.6
2017,53,BOS,Kadeem Allen,allenka01,Arizona,3,47,640,1.0,.075,-1.2,0.1
2017,54,PHO,Alec Peters,peteral01,Valparaiso,1,20,225,0.3,.055,-2.8,0.0
2017,55,UTA,Nigel Williams-Goss,willini01,Gonzaga,1,10,50,0.0,.017,-3.9,0.0
2017,56,BOS,Jabari Bird,birdja01,California,1,13,115,0.2,.098,-3.1,0.0
2017,57,BRK,Sasha Vezenkov,vezenal01,,1,42,511,1.0,.098,-0.9,0.1
2017,58,NYK,Ognjen Jaramaz,jaramog01,,,,,,,,
2017,59,SAS,Jaron Blossomgame,blossja01,Clemson,1,27,439,0.3,.030,-3.8,-0.2
2017,60,ATL,Alpha Kaba,kabaal01,,,,,,,,
2018,1,PHO,Deandre Ayton,aytonde01,Arizona,8,470,14230,43.8,.148,0.6,9.2
2018,2,SAC,Marvin Bagley III,baglema01,Duke,8,349,7675,16.3,.102,-1.2,1.5
2018,3,ATL,Luka Dončić,doncilu01,,8,514,18001,66.6,.178,7.8,44.8
2018,4,MEM,Jaren Jackson Jr.,jacksja02,Michigan State,8,455,13093,30.2,.111,0.8,9.2
2018,5,DAL,Trae Young,youngtr01,Oklahoma,8,498,17006,44.7,.126,2.6,19.7
2018,6,ORL,Mo Bamba,bambamo01,Texas,8,368,6159,15.7,.122,-0.1,3.0
2018,7,CHI,Wendell Carter Jr.,cartewe01,Duke,8,461,12735,33.3,.126,-0.3,5.3
2018,8,CLE,Collin Sexton,sextoco01,Alabama,8,475,13771,19.7,.069,-1.1,3.0
2018,9,NYK,Kevin Knox,knoxke01,Kentucky,7,320,5606,0.9,.008,-4.4,-3.4
2018,10,PHI,Mikal Bridges,bridgmi01,Villanova,8,638,21206,50.0,.113,0.9,15.8
2018,11,CHO,Shai Gilgeous-Alexander,gilgesh01,Kentucky,8,530,17550,75.6,.207,6.3,36.9
2018,12,LAC,Miles Bridges,bridgmi02,Michigan State,7,501,15457,27.8,.086,0.1,8.2
2018,13,LAC,Jerome Robinson,robinje01,Boston College,4,135,1685,-0.2,-.004,-4.8,-1.2
2018,14,DEN,Michael Porter Jr.,portemi01,Missouri,7,397,11725,29.4,.120,1.0,8.9
2018,15,WAS,Troy Brown Jr.,browntr01,Oregon,6,356,6778,8.6,.061,-1.8,0.4
2018,16,PHO,Zhaire Smith,smithzh01,Texas Tech,2,13,143,0.0,.011,-6.1,-0.1
2018,17,MIL,Donte DiVincenzo,divindo01,Villanova,8,498,13104,29.1,.107,1.0,10.1
2018,18,SAS,Lonnie Walker IV,walkelo01,Miami (FL),7,342,7025,4.9,.033,-2.5,-1.0
2018,19,ATL,Kevin Huerter,huertke01,Maryland,8,551,15115,21.7,.069,-0.9,4.1
2018,20,MIN,Josh Okogie,okogijo01,Georgia Tech,8,494,9306,14.2,.073,-1.7,0.6
2018,21,UTA,Grayson Allen,allengr01,Duke,8,454,11694,26.4,.109,0.3,6.6
2018,22,CHI,Chandler Hutchison,hutchch01,Boise State,4,103,1790,1.1,.030,-3.9,-0.9
2018,23,IND,Aaron Holiday,holidaa01,UCLA,8,505,8147,11.6,.068,-2.0,0.1
2018,24,POR,Anfernee Simons,simonan01,,8,444,11792,15.7,.064,-1.0,2.9
2018,25,LAL,Moritz Wagner,wagnemo01,Michigan,8,399,6478,17.9,.132,0.1,3.4
2018,26,PHI,Landry Shamet,shamela01,Wichita State,8,449,9560,15.7,.079,-1.8,0.4
2018,27,BOS,Robert Williams,williro04,Texas A&M,8,294,5762,28.3,.236,4.6,9.6
2018,28,GSW,Jacob Evans,evansja02,Cincinnati,2,59,622,-0.6,-.047,-7.4,-0.8
2018,29,BRK,Džanan Musa,musadz01,,2,49,526,0.0,.003,-4.6,-0.4
2018,30,ATL,Omari Spellman,spellom01,Villanova,2,95,1691,2.4,.068,-1.5,0.2
2018,31,PHO,Elie Okobo,okoboel01,,2,108,1677,0.5,.014,-4.1,-0.9
2018,32,MEM,Jevon Carter,carteje01,West Virginia,8,465,7146,9.4,.063,-1.4,1.0
2018,33,DAL,Jalen Brunson,brunsja01,Villanova,8,561,16830,54.2,.155,2.4,18.8
2018,34,ATL,Devonte' Graham,grahade01,Kansas,6,336,8359,12.7,.073,-0.5,3.2
2018,35,ORL,Melvin Frazier,frazime01,Tulane,3,32,290,-0.4,-.062,-10.0,-0.6
2018,36,NYK,Mitchell Robinson,robinmi01,,8,397,9297,41.0,.212,2.3,10.1
2018,37,SAC,Gary Trent Jr.,trentga02,Duke,8,480,13075,19.0,.070,-1.6,1.4
2018,38,PHI,Khyri Thomas,thomakh01,Creighton,3,39,409,0.5,.058,-2.7,-0.1
2018,39,PHI,Isaac Bonga,bongais01,,4,143,1871,1.7,.044,-3.6,-0.7
2018,40,BRK,Rodions Kurucs,kurucro01,,3,131,2103,2.3,.052,-2.8,-0.4
2018,41,ORL,Jarred Vanderbilt,vandeja01,Kentucky,8,374,7303,18.6,.122,-0.2,3.3
2018,42,DET,Bruce Brown,brownbr01,Miami (FL),8,539,13374,22.9,.082,-1.6,1.3
2018,43,DEN,Justin Jackson,jacksju02,Maryland,,,,,,,
2018,44,WAS,Issuf Sanon,sanonis01,,,,,,,,
2018,45,BRK,Hamidou Diallo,diallha01,Kentucky,6,265,4918,6.2,.060,-2.1,-0.1
2018,46,HOU,De'Anthony Melton,meltode01,USC,8,405,9272,15.0,.078,0.2,5.2
2018,47,LAL,Svi Mykhailiuk,mykhasv01,Kansas,8,381,6542,5.3,.039,-2.4,-0.6
2018,48,MIN,Keita Bates-Diop,bateske01,Ohio State,6,283,4566,7.4,.078,-1.6,0.5
2018,49,SAS,Chimezie Metu,metuch01,USC,6,260,3565,5.7,.076,-1.6,0.3
2018,50,IND,Alize Johnson,johnsal02,Missouri State,5,76,568,1.3,.108,-2.4,-0.1
2018,51,NOP,Tony Carr,carrto01,Penn State,,,,,,,
2018,52,UTA,Vince Edwards,edwarvi01,Purdue,1,2,16,0.0,-.014,-6.4,0.0
2018,53,OKC,Devon Hall,hallde01,Virginia,1,11,81,-0.2,-.116,-6.7,-0.1
2018,54,DAL,Shake Milton,miltosh01,SMU,7,359,6698,11.7,.084,-2.0,-0.1
2018,55,CHO,Arnoldas Kulboka,kulboar01,,1,2,5,0.0,-.217,-21.8,0.0
2018,56,PHI,Ray Spalding,spaldra01,Louisville,2,16,167,0.1,.024,-6.2,-0.2
2018,57,OKC,Kevin Hervey,herveke01,UT Arlington,1,10,52,-0.1,-.085,-5.1,0.0
2018,58,DEN,Thomas Welsh,welshth01,UCLA,1,11,36,0.1,.162,1.2,0.0
2018,59,PHO,George King,kingge03,Colorado,2,5,25,-0.1,-.225,-17.2,-0.1
2018,60,PHI,Kostas Antetokounmpo,antetko01,Dayton,3,22,87,-0.2,-.098,-9.9,-0.2
2019,1,NOP,Zion Williamson,willizi01,Duke,6,276,8555,30.3,.170,4.5,14.1
2019,2,MEM,Ja Morant,moranja01,Murray State,7,327,10370,24.3,.113,2.5,11.8
2019,3,NYK,RJ Barrett,barrerj01,Duke,7,444,14540,17.3,.057,-1.5,1.8
2019,4,LAL,De'Andre Hunter,huntede01,Virginia,7,372,10996,13.1,.057,-2.7,-2.0
2019,5,CLE,Darius Garland,garlada01,Vanderbilt,7,427,14037,27.1,.093,0.2,7.9
2019,6,PHO,Jarrett Culver,culveja01,Texas Tech,4,144,2480,-0.1,-.001,-4.5,-1.6
2019,7,CHI,Coby White,whiteco01,UNC,7,472,13815,19.9,.069,-1.5,1.7
2019,8,ATL,Jaxson Hayes,hayesja02,Texas,7,433,7229,25.1,.167,-0.1,3.5
2019,9,WAS,Rui Hachimura,hachiru01,Gonzaga,7,405,11272,18.7,.080,-2.0,0.1
2019,10,ATL,Cam Reddish,reddica01,Duke,6,254,5876,3.3,.027,-3.1,-1.7
2019,11,MIN,Cameron Johnson,johnsca02,UNC,7,394,10667,26.6,.120,1.2,8.8
2019,12,CHO,P.J. Washington,washipj01,Kentucky,7,446,13653,16.5,.058,-1.3,2.6
2019,13,MIA,Tyler Herro,herroty01,Kentucky,7,394,12796,22.3,.084,0.8,9.0
2019,14,BOS,Romeo Langford,langfro01,Indiana,4,141,2268,2.0,.043,-3.4,-0.8
2019,15,DET,Sekou Doumbouya,doumbse01,,3,96,1639,-0.4,-.013,-6.5,-1.8
2019,16,ORL,Chuma Okeke,okekech01,Auburn,5,198,4028,5.0,.060,-1.1,1.0
2019,17,BRK,Nickeil Alexander-Walker,alexani01,Virginia Tech,7,459,10545,16.5,.075,-0.6,3.7
2019,18,IND,Goga Bitadze,bitadgo01,,7,383,5577,19.3,.166,1.1,4.4
2019,19,SAS,Luka Šamanić,samanlu01,,4,86,921,0.0,.001,-5.6,-0.8
2019,20,BOS,Matisse Thybulle,thybuma01,Washington,7,377,7749,15.4,.095,1.1,6.1
2019,21,OKC,Brandon Clarke,clarkbr01,Gonzaga,7,309,6412,24.6,.184,2.4,7.1
2019,22,BOS,Grant Williams,willigr01,Tennessee,7,416,9421,17.4,.089,-1.6,1.0
2019,23,UTA,Darius Bazley,bazleda01,,5,237,5536,3.1,.027,-2.4,-0.6
2019,24,PHI,Ty Jerome,jeromty01,Virginia,7,244,4480,11.2,.120,0.9,3.3
2019,25,POR,Nassir Little,littlna01,UNC,5,237,3735,4.7,.061,-2.6,-0.5
2019,26,CLE,Dylan Windler,windldy01,Belmont,4,101,1090,1.6,.072,-1.4,0.2
2019,27,BRK,Mfiondu Kabengele,kabenmf01,Florida State,3,55,380,0.4,.055,-3.6,-0.2
2019,28,GSW,Jordan Poole,poolejo01,Michigan,7,451,12283,11.4,.045,-1.9,0.4
2019,29,SAS,Keldon Johnson,johnske04,Kentucky,7,452,12511,23.2,.089,-1.0,3.2
2019,30,MIL,Kevin Porter Jr.,porteke02,USC,6,309,8671,9.0,.050,-0.9,2.5
2019,31,BRK,Nic Claxton,claxtni01,Georgia,7,380,9944,30.9,.149,1.3,8.2
2019,32,PHO,KZ Okpala,okpalkz01,Stanford,4,98,965,1.0,.050,-4.7,-0.7
2019,33,PHI,Carsen Edwards,edwarca01,Purdue,3,72,706,0.3,.019,-5.1,-0.5
2019,34,PHI,Bruno Fernando,fernabr01,Maryland,6,220,2326,3.8,.079,-3.0,-0.6
2019,35,ATL,Didi Louzada,louzama01,,2,12,185,-0.1,-.034,-8.1,-0.3
2019,36,CHO,Cody Martin,martico01,Nevada,7,263,5733,7.1,.059,-1.8,0.3
2019,37,DAL,Deividas Sirvydis,sirvyde01,,2,23,160,-0.1,-.032,-5.9,-0.2
2019,38,CHI,Daniel Gafford,gaffoda01,Arkansas,7,433,8684,35.2,.195,1.7,8.2
2019,39,NOP,Alen Smailagić,smailal01,,2,29,223,0.3,.056,-3.3,-0.1
2019,40,SAC,Justin James,jamesju01,Wyoming,2,72,542,0.3,.024,-3.1,-0.2
2019,41,GSW,Eric Paschall,pascher01,Villanova,3,158,3086,5.0,.078,-2.2,-0.1
2019,42,PHI,Admiral Schofield,schofad01,Tennessee,4,131,1372,1.2,.043,-4.6,-0.9
2019,43,MIN,Jaylen Nowell,nowelja01,Washington,6,205,3519,4.7,.064,-2.1,-0.1
2019,44,MIA,Bol Bol,bolbo01,Oregon,6,202,2750,5.0,.088,-0.4,1.1
2019,45,DET,Isaiah Roby,robyis01,Nebraska,4,151,2858,4.0,.068,-2.3,-0.2
2019,46,ORL,Talen Horton-Tucker,hortota01,Iowa State,6,305,5942,6.0,.049,-2.0,0.0
2019,47,SAC,Ignas Brazdeikis,brazdig01,Michigan,3,64,838,0.4,.024,-4.9,-0.6
2019,48,LAC,Terance Mann,mannte01,Florida State,7,475,10630,23.3,.105,-1.2,2.2
2019,49,SAS,Quinndary Weatherspoon,weathqu01,Mississippi State,3,42,272,0.2,.030,-5.5,-0.2
2019,50,IND,Jarrell Brantley,brantja01,College of Charleston,3,41,273,0.6,.108,0.0,0.1
2019,51,BOS,Tremont Waters,watertr01,LSU,3,40,407,0.1,.012,-3.0,-0.1
2019,52,CHO,Jalen McDaniels,mcdanja01,San Diego State,6,252,4550,5.3,.056,-3.3,-1.5
2019,53,UTA,Justin Wright-Foreman,wrighju02,Hofstra,1,4,45,0.0,-.008,-9.0,-0.1
2019,54,PHI,Marial Shayok,shayoma01,Iowa State,1,4,28,-0.1,-.130,-13.0,-0.1
2019,55,NYK,Kyle Guy,guyky01,Virginia,3,53,431,0.1,.006,-4.9,-0.3
