rank,name_tankathon,position,team_school,height_listed,height_in,weight_lbs,class,age,pts_pg,reb_pg,ast_pg,blk_pg,stl_pg,pts_per36,reb_per36,ast_per36,blk_per36,stl_per36,ts_pct,usg,obpm,dbpm,bpm,source,norm_name,name,sources_count,consensus_mean,consensus_median,consensus_std,consensus_min,consensus_max,sources,rank_tankathon,rank_rookie_scale_consensus,rank_cbs_prospect_rankings,rank_bleacher_report_mock,rank_nba_draft_room_big_board,rank_tankathon_mock,rank_cbs_mock,rank_yahoo_koc_big_board,rank_the_ringer_big_board,cbs_mpg,cbs_ppg,cbs_rpg,cbs_apg,cbs_fg_pct,name_combine,height_listed_combine,height_in_combine,weight_lbs_combine,sources_combine,wingspan_listed,wingspan_in,height_wo_shoes,height_wo_shoes_in,standing_reach,standing_reach_in,display_name,name_wb,height_wo_shoes_in_wb,weight_lbs_wb,wingspan_in_wb,standing_reach_in_wb,standing_vert_in,max_vert_in,lane_agility_s,shuttle_s,sprint_s,market_rank,age_at_draft,pts_per40,reb_per40,ast_per40,stl_per40,blk_per40,tov_per40,usg_pct,position_group,ft_pct,three_pct,three_pa_per40,pred_value_p10,pred_value_p50,pred_value_p90,ridge_pred,gbm_pred,rf_pred,prob_bust,prob_bench,prob_rotation,prob_starter,prob_star,board_score,board_rank,tier,comp_players,comp_median_mpg,comp_floor_mpg,comp_ceiling_mpg,comp_tiers
,,,,,,,,,,,,,,,,,,,,,,,,,noam yaacov,Noam Yaacov,1,76.0,76.0,0.0,76,76,Rookie Scale consensus,,76.0,,,,,,,,,,,,,,,,,,,,,,,,Noam Yaacov,,,,,,,,,,,76.0,,,,,,,,,unknown,,,,7.132277924490072,8.58442202949843,10.160681357042797,0.4040732852924549,8.134501990192723,7.509664685347296,0.6027667565314783,0.20654946415736067,0.12197114255279239,0.0493072073497511,0.019405429408617527,-0.7513775590577566,82,Honorable mention,Jason Richardson; Marcus Williams; Desmond Mason; Dijon Thompson; Luol Deng,30.5,5.8,34.22,star; bust; starter; bust; star
,,,,,,,,,,,,,,,,,,,,,,,,,graham ike,Graham Ike,2,78.0,78.0,1.0,77,79,CBS prospect rankings;Rookie Scale consensus,,79.0,77.0,,,,,,,31.1,19.9,8.0,2.4,56.3,,,,,,,,,,,,Graham Ike,,,,,,,,,,,78.0,,,,,,,,,unknown,,,,7.132277924490072,8.58442202949843,10.160681357042797,-0.2839666597014947,8.134501990192723,7.509664685347296,0.6027667565314783,0.20654946415736067,0.12197114255279239,0.0493072073497511,0.019405429408617527,-0.8124033605755961,83,Honorable mention,Jason Richardson; Marcus Williams; Desmond Mason; Dijon Thompson; Luol Deng,30.5,5.8,34.22,star; bust; starter; bust; star
,,,,,,,,,,,,,,,,,,,,,,,,,seth trimble,Seth Trimble,3,74.33333333333333,80.0,10.208928554075705,60,83,CBS prospect rankings;NBA Draft Room big board;Rookie Scale consensus,,83.0,80.0,,60.0,,,,,32.3,14.0,3.8,3.0,47.1,,,,,,,,,,,,Seth Trimble,,,,,,,,,,,74.33333333333333,,,,,,,,,unknown,,,,7.132277924490072,8.58442202949843,10.160681357042797,0.9774399061207504,8.134501990192723,7.509664685347296,0.6027667565314783,0.20654946415736067,0.12197114255279239,0.0493072073497511,0.019405429408617527,-0.8376286983124441,84,Honorable mention,Jason Richardson; Marcus Williams; Desmond Mason; Dijon Thompson; Luol Deng,30.5,5.8,34.22,star; bust; starter; bust; star
,,,,,,,,,,,,,,,,,,,,,,,,,chris bell,Chris Bell,1,81.0,81.0,0.0,81,81,CBS prospect rankings,,,81.0,,,,,,,27.9,14.2,2.6,0.6,45.9,,,,,,,,,,,,Chris Bell,,,,,,,,,,,81.0,,,,,,,,,unknown,,,,7.132277924490072,8.58442202949843,10.160681357042797,-1.3160265771924173,8.134501990192723,7.509664685347296,0.6027667565314783,0.20654946415736067,0.12197114255279239,0.0493072073497511,0.019405429408617527,-0.8729008741785877,85,Honorable mention,Jason Richardson; Marcus Williams; Desmond Mason; Dijon Thompson; Luol Deng,30.5,5.8,34.22,star; bust; starter; bust; star
71.0,Mark Mitchell,SF/PF,Missouri,"6'9""",81.0,230.0,Senior,22.8,18.3,5.2,3.6,0.5,0.7,19.7,6.5,1.8,0.7,2.2,0.55,26.9,4.4,1.7,6.1,Tankathon,mark mitchell,Mark Mitchell,3,77.0,72.0,7.788880963698615,71,88,CBS prospect rankings;Rookie Scale consensus;Tankathon,71.0,72.0,88.0,,,,,,,33.8,18.3,5.2,3.6,54.7,Mark Mitchell,"6'9""",81.0,230.0,Tankathon,,,,,,,Mark Mitchell,,,,,,,,,,,77.0,22.8,21.88888888888889,7.222222222222222,2.0,2.4444444444444446,0.7777777777777778,,26.9,wing,,,,6.050973987271383,7.417543796724368,8.891270813472172,1.837096298648861,6.392119762409618,9.235110028473304,0.5902983227130636,0.21742670627248764,0.15369082922881486,0.02586046719627605,0.012723674589357884,-0.9214489815519293,86,Honorable mention,Taurean Prince; Jeffery Taylor; Dwight Powell; Dante Cunningham; Joe Johnson,20.8,19.4,30.620000000000005,starter; rotation; rotation; rotation; star
,,,,,,,,,,,,,,,,,,,,,,,,,elijah mahi,Elijah Mahi,2,82.0,82.0,3.0,79,85,CBS prospect rankings;Rookie Scale consensus,,85.0,79.0,,,,,,,30.4,14.1,4.7,2.6,44.7,,,,,,,,,,,,Elijah Mahi,,,,,,,,,,,82.0,,,,,,,,,unknown,,,,7.132277924490072,8.58442202949843,10.160681357042797,-1.660046549689394,8.134501990192723,7.509664685347296,0.6027667565314783,0.20654946415736067,0.12197114255279239,0.0493072073497511,0.019405429408617527,-0.9344549636112752,87,Honorable mention,Jason Richardson; Marcus Williams; Desmond Mason; Dijon Thompson; Luol Deng,30.5,5.8,34.22,star; bust; starter; bust; star
,,,,,,,,,,,,,,,,,,,,,,,,,melvin council,Melvin Council Jr.,3,76.0,82.0,17.663521732655695,52,94,CBS prospect rankings;NBA Draft Room big board;Rookie Scale consensus,,94.0,82.0,,52.0,,,,,34.9,12.7,5.0,5.1,39.2,,,,,,,,,,,,Melvin Council Jr.,,,,,,,,,,,76.0,,,,,,,,,unknown,,,,7.132277924490072,8.58442202949843,10.160681357042797,0.4040732852924549,8.134501990192723,7.509664685347296,0.6027667565314783,0.20654946415736067,0.12197114255279239,0.0493072073497511,0.019405429408617527,-0.9706962433563812,88,Honorable mention,Jason Richardson; Marcus Williams; Desmond Mason; Dijon Thompson; Luol Deng,30.5,5.8,34.22,star; bust; starter; bust; star
,,,,,,,,,,,,,,,,,,,,,,,,,vsevolod ishchenko,Vsevolod Ishchenko,1,86.0,86.0,0.0,86,86,Rookie Scale consensus,,86.0,,,,,,,,,,,,,,,,,,,,,,,,Vsevolod Ishchenko,,,,,,,,,,,86.0,,,,,,,,,unknown,,,,7.132277924490072,8.58442202949843,10.160681357042797,-3.0361264396772967,8.134501990192723,7.509664685347296,0.6027667565314783,0.20654946415736067,0.12197114255279239,0.0493072073497511,0.019405429408617527,-0.9944241892994188,89,Honorable mention,Jason Richardson; Marcus Williams; Desmond Mason; Dijon Thompson; Luol Deng,30.5,5.8,34.22,star; bust; starter; bust; star
,,,,,,,,,,,,,,,,,,,,,,,,,jaxon kohler,Jaxon Kohler,3,81.0,86.0,12.355835328567093,64,93,CBS prospect rankings;NBA Draft Room big board;Rookie Scale consensus,,93.0,86.0,,64.0,,,,,27.7,12.5,8.9,1.3,50.0,,,,,,,,,,,,Jaxon Kohler,,,,,,,,,,,81.0,,,,,,,,,unknown,,,,7.132277924490072,8.58442202949843,10.160681357042797,-1.3160265771924173,8.134501990192723,7.509664685347296,0.6027667565314783,0.20654946415736067,0.12197114255279239,0.0493072073497511,0.019405429408617527,-1.02631680044101,90,Honorable mention,Jason Richardson; Marcus Williams; Desmond Mason; Dijon Thompson; Luol Deng,30.5,5.8,34.22,star; bust; starter; bust; star
,,,,,,,,,,,,,,,,,,,,,,,,,fletcher loyer,Fletcher Loyer,3,76.66666666666667,88.0,22.691163233490013,45,97,CBS prospect rankings;NBA Draft Room big board;Rookie Scale consensus,,88.0,97.0,,45.0,,,,,29.3,14.1,2.3,2.1,45.0,,,,,,,,,,,,Fletcher Loyer,,,,,,,,,,,76.66666666666667,,,,,,,,,unknown,,,,7.132277924490072,8.58442202949843,10.160681357042797,0.17472663696113955,8.134501990192723,7.509664685347296,0.6027667565314783,0.20654946415736067,0.12197114255279239,0.0493072073497511,0.019405429408617527,-1.0493249394037438,91,Honorable mention,Jason Richardson; Marcus Williams; Desmond Mason; Dijon Thompson; Luol Deng,30.5,5.8,34.22,star; bust; starter; bust; star
,,,,,,,,,,,,,,,,,,,,,,,,,tre donaldson,Tre Donaldson,1,89.0,89.0,0.0,89,89,CBS prospect rankings,,,89.0,,,,,,,34.1,16.4,3.6,5.7,45.4,,,,,,,,,,,,Tre Donaldson,,,,,,,,,,,89.0,,,,,,,,,unknown,,,,7.132277924490072,8.58442202949843,10.160681357042797,-4.068186357168219,8.134501990192723,7.509664685347296,0.6027667565314783,0.20654946415736067,0.12197114255279239,0.0493072073497511,0.019405429408617527,-1.0673381783719176,92,Honorable mention,Jason Richardson; Marcus Williams; Desmond Mason; Dijon Thompson; Luol Deng,30.5,5.8,34.22,star; bust; starter; bust; star
,,,,,,,,,,,,,,,,,,,,,,,,,oscar cluff,Oscar Cluff,2,86.0,86.0,6.0,80,92,CBS prospect rankings;Rookie Scale consensus,,80.0,92.0,,,,,,,24.7,10.6,7.5,1.8,68.3,,,,,,,,,,,,Oscar Cluff,,,,,,,,,,,86.0,,,,,,,,,unknown,,,,7.132277924490072,8.58442202949843,10.160681357042797,-3.0361264396772967,8.134501990192723,7.509664685347296,0.6027667565314783,0.20654946415736067,0.12197114255279239,0.0493072073497511,0.019405429408617527,-1.0689230421164613,93,Honorable mention,Jason Richardson; Marcus Williams; Desmond Mason; Dijon Thompson; Luol Deng,30.5,5.8,34.22,star; bust; starter; bust; star
,,,,,,,,,,,,,,,,,,,,,,,,,josh dix,Josh Dix,2,88.5,88.5,1.5,87,90,CBS prospect rankings;Rookie Scale consensus,,90.0,87.0,,,,,,,32.8,13.2,3.7,2.3,43.9,,,,,,,,,,,,Josh Dix,,,,,,,,,,,88.5,,,,,,,,,unknown,,,,7.132277924490072,8.58442202949843,10.160681357042797,-3.896176370919733,8.134501990192723,7.509664685347296,0.6027667565314783,0.20654946415736067,0.12197114255279239,0.0493072073497511,0.019405429408617527,-1.073810560064095,94,Honorable mention,Jason Richardson; Marcus Williams; Desmond Mason; Dijon Thompson; Luol Deng,30.5,5.8,34.22,star; bust; starter; bust; star
,,,,,,,,,,,,,,,,,,,,,,,,,ernest udeh,Ernest Udeh Jr.,2,85.5,85.5,9.5,76,95,CBS prospect rankings;Rookie Scale consensus,,95.0,76.0,,,,,,,28.2,6.7,9.2,0.5,72.7,,,,,,,,,,,,Ernest Udeh Jr.,,,,,,,,,,,85.5,,,,,,,,,unknown,,,,7.132277924490072,8.58442202949843,10.160681357042797,-2.8641164534288066,8.134501990192723,7.509664685347296,0.6027667565314783,0.20654946415736067,0.12197114255279239,0.0493072073497511,0.019405429408617527,-1.100228374747653,95,Honorable mention,Jason Richardson; Marcus Williams; Desmond Mason; Dijon Thompson; Luol Deng,30.5,5.8,34.22,star; bust; starter; bust; star
,,,,,,,,,,,,,,,,,,,,,,,,,ben humrichous,Ben Humrichous,1,91.0,91.0,0.0,91,91,CBS prospect rankings,,,91.0,,,,,,,22.5,5.8,3.9,0.8,38.3,,,,,,,,,,,,Ben Humrichous,,,,,,,,,,,91.0,,,,,,,,,unknown,,,,7.132277924490072,8.58442202949843,10.160681357042797,-4.756226302162169,8.134501990192723,7.509664685347296,0.6027667565314783,0.20654946415736067,0.12197114255279239,0.0493072073497511,0.019405429408617527,-1.11594750442025,96,Honorable mention,Jason Richardson; Marcus Williams; Desmond Mason; Dijon Thompson; Luol Deng,30.5,5.8,34.22,star; bust; starter; bust; star
,,,,,,,,,,,,,,,,,,,,,,,,,jalen washington,Jalen Washington,1,91.0,91.0,0.0,91,91,Rookie Scale consensus,,91.0,,,,,,,,,,,,,,,,,,,,,,,,Jalen Washington,,,,,,,,,,,91.0,,,,,,,,,unknown,,,,7.132277924490072,8.58442202949843,10.160681357042797,-4.756226302162169,8.134501990192723,7.509664685347296,0.6027667565314783,0.20654946415736067,0.12197114255279239,0.0493072073497511,0.019405429408617527,-1.11594750442025,97,Honorable mention,Jason Richardson; Marcus Williams; Desmond Mason; Dijon Thompson; Luol Deng,30.5,5.8,34.22,star; bust; starter; bust; star
,,,,,,,,,,,,,,,,,,,,,,,,,donovan atwell,Donovan Atwell,2,91.0,91.0,1.0,90,92,CBS prospect rankings;Rookie Scale consensus,,92.0,90.0,,,,,,,34.7,13.5,3.2,0.8,46.3,,,,,,,,,,,,Donovan Atwell,,,,,,,,,,,91.0,,,,,,,,,unknown,,,,7.132277924490072,8.58442202949843,10.160681357042797,-4.756226302162169,8.134501990192723,7.509664685347296,0.6027667565314783,0.20654946415736067,0.12197114255279239,0.0493072073497511,0.019405429408617527,-1.1283639798897571,98,Honorable mention,Jason Richardson; Marcus Williams; Desmond Mason; Dijon Thompson; Luol Deng,30.5,5.8,34.22,star; bust; starter; bust; star
,,,,,,,,,,,,,,,,,,,,,,,,,chase ross,Chase Ross,1,93.0,93.0,0.0,93,93,CBS prospect rankings,,,93.0,,,,,,,32.9,14.3,4.2,3.4,42.1,,,,,,,,,,,,Chase Ross,,,,,,,,,,,93.0,,,,,,,,,unknown,,,,7.132277924490072,8.58442202949843,10.160681357042797,-5.4442662471561185,8.134501990192723,7.509664685347296,0.6027667565314783,0.20654946415736067,0.12197114255279239,0.0493072073497511,0.019405429408617527,-1.1645568304685825,99,Honorable mention,Jason Richardson; Marcus Williams; Desmond Mason; Dijon Thompson; Luol Deng,30.5,5.8,34.22,star; bust; starter; bust; star
,,,,,,,,,,,,,,,,,,,,,,,,,william kyle,William Kyle III,2,91.0,91.0,4.0,87,95,CBS prospect rankings;Rookie Scale consensus,,87.0,95.0,,,,,,,28.2,8.4,7.1,0.9,66.1,,,,,,,,,,,,William Kyle III,,,,,,,,,,,91.0,,,,,,,,,unknown,,,,7.132277924490072,8.58442202949843,10.160681357042797,-4.756226302162169,8.134501990192723,7.509664685347296,0.6027667565314783,0.20654946415736067,0.12197114255279239,0.0493072073497511,0.019405429408617527,-1.1656134062982784,100,Honorable mention,Jason Richardson; Marcus Williams; Desmond Mason; Dijon Thompson; Luol Deng,30.5,5.8,34.22,star; bust; starter; bust; star
,,,,,,,,,,,,,,,,,,,,,,,,,xaivian lee,Xaivian Lee,2,88.0,88.0,10.0,78,98,CBS prospect rankings;Rookie Scale consensus,,78.0,98.0,,,,,,,27.3,11.6,3.7,4.1,42.0,,,,,,,,,,,,Xaivian Lee,,,,,,,,,,,88.0,,,,,,,,,unknown,,,,7.132277924490072,8.58442202949843,10.160681357042797,-3.7241663846712463,8.134501990192723,7.509664685347296,0.6027667565314783,0.20654946415736067,0.12197114255279239,0.0493072073497511,0.019405429408617527,-1.167198270042822,101,Honorable mention,Jason Richardson; Marcus Williams; Desmond Mason; Dijon Thompson; Luol Deng,30.5,5.8,34.22,star; bust; starter; bust; star
,,,,,,,,,,,,,,,,,,,,,,,,,tre white,Tre White,2,92.5,92.5,3.5,89,96,CBS prospect rankings;Rookie Scale consensus,,89.0,96.0,,,,,,,31.3,13.5,6.7,1.8,45.0,,,,,,,,,,,,Tre White,,,,,,,,,,,92.5,,,,,,,,,unknown,,,,7.132277924490072,8.58442202949843,10.160681357042797,-5.272256260907632,8.134501990192723,7.509664685347296,0.6027667565314783,0.20654946415736067,0.12197114255279239,0.0493072073497511,0.019405429408617527,-1.1958621630997741,102,Honorable mention,Jason Richardson; Marcus Williams; Desmond Mason; Dijon Thompson; Luol Deng,30.5,5.8,34.22,star; bust; starter; bust; star
,,,,,,,,,,,,,,,,,,,,,,,,,lajae jones,Lajae Jones,2,92.0,92.0,8.0,84,100,CBS prospect rankings;Rookie Scale consensus,,100.0,84.0,,,,,,,29.5,12.7,5.7,1.1,42.7,,,,,,,,,,,,Lajae Jones,,,,,,,,,,,92.0,,,,,,,,,unknown,,,,7.132277924490072,8.58442202949843,10.160681357042797,-5.1002462746591455,8.134501990192723,7.509664685347296,0.6027667565314783,0.20654946415736067,0.12197114255279239,0.0493072073497511,0.019405429408617527,-1.2395839712004728,103,Honorable mention,Jason Richardson; Marcus Williams; Desmond Mason; Dijon Thompson; Luol Deng,30.5,5.8,34.22,star; bust; starter; bust; star
,,,,,,,,,,,,,,,,,,,,,,,,,kowacie reeves,Kowacie Reeves Jr.,1,97.0,97.0,0.0,97,97,Rookie Scale consensus,,97.0,,,,,,,,,,,,,,,,,,,,,,,,Kowacie Reeves Jr.,,,,,,,,,,,97.0,,,,,,,,,unknown,,,,7.132277924490072,8.58442202949843,10.160681357042797,-6.820346137144025,8.134501990192723,7.509664685347296,0.6027667565314783,0.20654946415736067,0.12197114255279239,0.0493072073497511,0.019405429408617527,-1.2617754825652474,104,Honorable mention,Jason Richardson; Marcus Williams; Desmond Mason; Dijon Thompson; Luol Deng,30.5,5.8,34.22,star; bust; starter; bust; star
,,,,,,,,,,,,,,,,,,,,,,,,,tre carroll,Tre Carroll,1,98.0,98.0,0.0,98,98,Rookie Scale consensus,,98.0,,,,,,,,,,,,,,,,,,,,,,,,Tre Carroll,,,,,,,,,,,98.0,,,,,,,,,unknown,,,,7.132277924490072,8.58442202949843,10.160681357042797,-7.164366109640998,8.134501990192723,7.509664685347296,0.6027667565314783,0.20654946415736067,0.12197114255279239,0.0493072073497511,0.019405429408617527,-1.2860801455894135,105,Honorable mention,Jason Richardson; Marcus Williams; Desmond Mason; Dijon Thompson; Luol Deng,30.5,5.8,34.22,star; bust; starter; bust; star
,,,,,,,,,,,,,,,,,,,,,,,,,kashie natt,Kashie Natt,1,99.0,99.0,0.0,99,99,Rookie Scale consensus,,99.0,,,,,,,,,,,,,,,,,,,,,,,,Kashie Natt,,,,,,,,,,,99.0,,,,,,,,,unknown,,,,7.132277924490072,8.58442202949843,10.160681357042797,-7.508386082137971,8.134501990192723,7.509664685347296,0.6027667565314783,0.20654946415736067,0.12197114255279239,0.0493072073497511,0.019405429408617527,-1.3103848086135799,106,Honorable mention,Jason Richardson; Marcus Williams; Desmond Mason; Dijon Thompson; Luol Deng,30.5,5.8,34.22,star; bust; starter; bust; star
,,,,,,,,,,,,,,,,,,,,,,,,,nimari burnett,Nimari Burnett,1,99.0,99.0,0.0,99,99,CBS prospect rankings,,,99.0,,,,,,,19.8,8.2,2.8,1.2,45.3,,,,,,,,,,,,Nimari Burnett,,,,,,,,,,,99.0,,,,,,,,,unknown,,,,7.132277924490072,8.58442202949843,10.160681357042797,-7.508386082137971,8.134501990192723,7.509664685347296,0.6027667565314783,0.20654946415736067,0.12197114255279239,0.0493072073497511,0.019405429408617527,-1.3103848086135799,107,Honorable mention,Jason Richardson; Marcus Williams; Desmond Mason; Dijon Thompson; Luol Deng,30.5,5.8,34.22,star; bust; starter; bust; star
,,,,,,,,,,,,,,,,,,,,,,,,,isaac mckneely,Isaac McKneely,2,98.0,98.0,2.0,96,100,CBS prospect rankings;Rookie Scale consensus,,96.0,100.0,,,,,,,29.0,10.9,3.0,1.4,41.6,,,,,,,,,,,,Isaac McKneely,,,,,,,,,,,98.0,,,,,,,,,unknown,,,,7.132277924490072,8.58442202949843,10.160681357042797,-7.164366109640998,8.134501990192723,7.509664685347296,0.6027667565314783,0.20654946415736067,0.12197114255279239,0.0493072073497511,0.019405429408617527,-1.3109130965284277,108,Honorable mention,Jason Richardson; Marcus Williams; Desmond Mason; Dijon Thompson; Luol Deng,30.5,5.8,34.22,star; bust; starter; bust; star
